id,order_id,product_id,title,variant_title,sku,quantity,price,total_discount
50000000921,5000000092,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000000931,5000000093,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000000941,5000000094,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,3.00
50000000951,5000000095,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000000961,5000000096,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,0.00
50000000971,5000000097,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000000981,5000000098,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000000991,5000000099,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001001,5000000100,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001011,5000000101,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001021,5000000102,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001031,5000000103,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001041,5000000104,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001051,5000000105,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,4.50
50000001061,5000000106,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001071,5000000107,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001081,5000000108,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001091,5000000109,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001101,5000000110,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001111,5000000111,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,18.00
50000001121,5000000112,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,9.00
50000001131,5000000113,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001141,5000000114,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001151,5000000115,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001161,5000000116,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001171,5000000117,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001181,5000000118,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001191,5000000119,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001201,5000000120,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001211,5000000121,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,18.00
50000001221,5000000122,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,0.00
50000001241,5000000124,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,18.00
50000001251,5000000125,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001261,5000000126,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001271,5000000127,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001281,5000000128,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001291,5000000129,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001301,5000000130,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,9.00
50000001311,5000000131,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001321,5000000132,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001331,5000000133,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001341,5000000134,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001351,5000000135,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001361,5000000136,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001371,5000000137,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001381,5000000138,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000001391,5000000139,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001401,5000000140,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001411,5000000141,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001421,5000000142,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001441,5000000144,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001451,5000000145,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001461,5000000146,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000001471,5000000147,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001481,5000000148,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000001491,5000000149,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001501,5000000150,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,0.00
50000001511,5000000151,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,7.00
50000001521,5000000152,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001531,5000000153,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000001541,5000000154,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001551,5000000155,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,8.75
50000001561,5000000156,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001571,5000000157,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001581,5000000158,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001591,5000000159,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001601,5000000160,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000001611,5000000161,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001621,5000000162,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,6.75
50000001631,5000000163,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001641,5000000164,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001651,5000000165,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001661,5000000166,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001671,5000000167,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001681,5000000168,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000001701,5000000170,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,18.00
50000001711,5000000171,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001721,5000000172,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001731,5000000173,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001741,5000000174,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001742,5000000174,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001761,5000000176,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001771,5000000177,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,7.50
50000001781,5000000178,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,3.00
50000001791,5000000179,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001801,5000000180,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001811,5000000181,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,4.50
50000001821,5000000182,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001831,5000000183,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001841,5000000184,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001851,5000000185,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001861,5000000186,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000001871,5000000187,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,11.00
50000001872,5000000187,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000001881,5000000188,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001891,5000000189,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001901,5000000190,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001911,5000000191,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001921,5000000192,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001931,5000000193,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000001951,5000000195,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001961,5000000196,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001971,5000000197,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001981,5000000198,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001991,5000000199,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000001992,5000000199,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000002001,5000000200,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002011,5000000201,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002021,5000000202,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002031,5000000203,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002041,5000000204,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002051,5000000205,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002061,5000000206,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002071,5000000207,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002081,5000000208,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002091,5000000209,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002101,5000000210,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002111,5000000211,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002112,5000000211,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,0.00
50000002121,5000000212,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002131,5000000213,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002141,5000000214,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002151,5000000215,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002161,5000000216,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002171,5000000217,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002181,5000000218,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002191,5000000219,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002201,5000000220,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002211,5000000221,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002221,5000000222,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002231,5000000223,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002251,5000000225,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000002261,5000000226,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000002271,5000000227,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000002281,5000000228,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,4.50
50000002291,5000000229,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002301,5000000230,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002311,5000000231,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,7.00
50000002321,5000000232,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002331,5000000233,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000002341,5000000234,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000002351,5000000235,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
50000002361,5000000236,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002371,5000000237,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,8.75
50000002381,5000000238,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002391,5000000239,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002401,5000000240,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002411,5000000241,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002421,5000000242,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002431,5000000243,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002441,5000000244,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002451,5000000245,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002471,5000000247,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002481,5000000248,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000002491,5000000249,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,23.00
50000002501,5000000250,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000002511,5000000251,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,23.00
50000002521,5000000252,PROD_007,Complete Routine Bundle,90-day supply,CRB-90,1,229.99,0.00
50000002541,5000000254,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,0.00
50000002551,5000000255,PROD_001,Daily Hydration Serum,30-day supply,DHS-30,1,34.99,3.50
50000002561,5000000256,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002571,5000000257,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002581,5000000258,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002582,5000000258,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000002591,5000000259,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,4.50
50000002601,5000000260,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,4.50
50000002611,5000000261,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002621,5000000262,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002631,5000000263,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,4.50
50000002641,5000000264,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,4.50
50000002642,5000000264,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002651,5000000265,PROD_005,Brightening Vitamin C Drops,30-day supply,BVC-30,1,29.99,0.00
50000002661,5000000266,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002671,5000000267,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002681,5000000268,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002691,5000000269,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002701,5000000270,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002711,5000000271,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002721,5000000272,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002731,5000000273,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002732,5000000273,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,0.00
50000002741,5000000274,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002751,5000000275,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002752,5000000275,PROD_002,Daily Hydration Serum,90-day supply,DHS-90,1,89.99,0.00
50000002761,5000000276,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002771,5000000277,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002772,5000000277,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000002781,5000000278,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002791,5000000279,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002801,5000000280,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002811,5000000281,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002812,5000000281,PROD_004,Renewal Night Cream,90-day supply,RNC-90,1,109.99,0.00
50000002821,5000000282,PROD_003,Renewal Night Cream,30-day supply,RNC-30,1,44.99,0.00
50000002841,5000000284,PROD_006,Complete Routine Bundle,30-day supply,CRB-30,1,89.99,0.00
